date,state,cases,deaths,fracpos
2020-04-16,Iowa,146,7,0.18168148535564854
2020-04-17,Iowa,191,4,0.18676470588235294
2020-04-18,Iowa,181,10,0.20133717453932706
2020-04-19,Iowa,389,1,0.20919928262474943
2020-04-20,Iowa,257,4,0.2082401011771573
2020-04-21,Iowa,482,4,0.22085483031192313
2020-04-22,Iowa,107,7,0.22020309994655266
2020-04-23,Iowa,176,6,0.22589700850951838
2020-04-24,Iowa,521,11,0.23048521090018861
2020-04-25,Iowa,647,5,0.2569124893105835
2020-04-26,Iowa,384,6,0.22011309897814083
2020-04-27,Iowa,392,9,0.208549262518782
2020-04-28,Iowa,508,9,0.20006331117442228
2020-04-29,Iowa,467,12,0.19020699741253233
2020-04-30,Iowa,302,14,0.1914726448943247
2020-05-01,Iowa,739,8,0.18373618868752895
2020-05-02,Iowa,757,5,0.1829228159886591
2020-05-03,Iowa,528,9,0.17243370831659302
2020-05-04,Iowa,534,4,0.16538775118699345
2020-05-05,Iowa,408,19,0.16328990681070055
2020-05-06,Iowa,293,12,0.15062314798675266
2020-05-07,Iowa,655,12,0.14246095460516714
2020-05-08,Iowa,398,12,0.13564117173225407
2020-05-09,Iowa,214,9,0.12708053955983278
2020-05-10,Iowa,288,13,0.11151933496622875
2020-05-11,Iowa,414,6,0.11580801409070894
2020-05-12,Iowa,539,18,0.11183076831659634
2020-05-13,Iowa,377,17,0.10966739074114669
2020-05-14,Iowa,386,12,0.10798966175974828
2020-05-15,Iowa,374,18,0.10116492949110975
2020-05-16,Iowa,279,10,0.10126676602086437
2020-05-17,Iowa,323,5,0.09916488983653163
2020-05-18,Iowa,304,4,0.09596692916075913
2020-05-19,Iowa,394,17,0.09316227364888485
2020-05-20,Iowa,265,16,0.09354716851540232
2020-05-21,Iowa,556,18,0.09235501800258678
2020-05-22,Iowa,334,19,0.0904939165201806
2020-05-23,Iowa,389,19,0.0913695763054681
2020-05-24,Iowa,359,10,0.08707247149809988
2020-05-25,Iowa,325,5,0.08575798776342623
2020-05-26,Iowa,126,19,0.08359485976677347
2020-05-27,Iowa,657,13,0.0832768280932158
2020-05-28,Iowa,213,13,0.08314759548184807
2020-05-29,Iowa,353,18,0.08161273209549072
2020-05-30,Iowa,318,9,0.08084714548802946
2020-05-31,Iowa,308,3,0.07856801428966767
2020-03-06,Delaware,0,0,0.11764705882352941
2020-03-07,Delaware,0,0,0.14285714285714285
2020-03-08,Delaware,0,0,0.14285714285714285
2020-03-09,Delaware,0,0,0.18181818181818182
2020-03-10,Delaware,0,0,0.3076923076923077
2020-03-11,Delaware,1,0,0.4098360655737705
2020-03-12,Delaware,3,0,0.45454545454545453
2020-03-13,Delaware,0,0,0.5135135135135135
2020-03-14,Delaware,2,0,0.6338028169014085
2020-03-15,Delaware,0,0,0.6829268292682927
2020-03-16,Delaware,2,0,0.7234042553191489
2020-03-17,Delaware,8,0,0.8125
2020-03-18,Delaware,9,0,0.8582089552238806
2020-03-19,Delaware,5,0,0.8716216216216215
2020-03-20,Delaware,8,0,0.9
2020-03-21,Delaware,7,0,0.9
2020-03-22,Delaware,11,0,0.9
2020-03-23,Delaware,12,0,0.10582444626743231
2020-03-24,Delaware,23,0,0.07831780407957693
2020-03-25,Delaware,24,0,0.0812745324405449
2020-03-26,Delaware,15,1,0.07513270722743977
2020-03-27,Delaware,33,1,0.0780814277746793
2020-03-28,Delaware,51,1,0.08681370248709526
2020-03-29,Delaware,18,3,0.09084333863734992
2020-03-30,Delaware,32,0,0.08939437844103158
2020-03-31,Delaware,55,4,0.10175106483672504
2020-04-01,Delaware,49,1,0.09930003559141061
2020-04-02,Delaware,25,1,0.11212650169421912
2020-04-03,Delaware,57,2,0.10332613390928726
2020-04-04,Delaware,143,0,0.10641714318720037
2020-04-05,Delaware,80,0,0.10274707742291067
2020-04-06,Delaware,0,0,0.10665572873940388
2020-04-07,Delaware,255,2,0.13354999044159815
2020-04-08,Delaware,0,0,0.16267352185089975
2020-04-09,Delaware,279,7,0.1658719416970328
2020-04-10,Delaware,119,0,0.18578107810781078
2020-04-11,Delaware,153,10,0.18980817951501988
2020-04-12,Delaware,0,0,0.202491169362335
2020-04-13,Delaware,146,2,0.2173616574875426
2020-04-14,Delaware,136,6,0.22160532772520153
2020-04-15,Delaware,253,5,0.24557421347230263
2020-04-16,Delaware,61,6,0.24697946779334368
2020-04-17,Delaware,248,9,0.2566752799310939
2020-04-18,Delaware,0,0,0.3184230477634572
2020-04-19,Delaware,215,6,0.3136508715934201
2020-04-20,Delaware,207,5,0.315165041700928
2020-04-21,Delaware,186,10,0.31517094017094016
2020-04-22,Delaware,269,7,0.3134069742256877
2020-04-23,Delaware,108,3,0.31199816471667813
2020-04-24,Delaware,134,8,0.30785056848944237
2020-04-25,Delaware,134,12,0.29851566794942275
2020-04-26,Delaware,458,8,0.2968106995884774
2020-04-27,Delaware,128,5,0.2951910691283813
2020-04-28,Delaware,413,12,0.2785615784448923
2020-04-29,Delaware,80,7,0.26853423882286365
2020-04-30,Delaware,79,8,0.25424672793093844
2020-05-01,Delaware,184,7,0.24691684284707544
2020-05-02,Delaware,120,9,0.23789544348409833
2020-05-03,Delaware,170,9,0.21520125927591635
2020-05-04,Delaware,80,5,0.19962142124773247
2020-05-05,Delaware,83,5,0.18859232175502744
2020-05-06,Delaware,407,6,0.1751270905474103
2020-05-07,Delaware,161,9,0.16763496311769696
2020-05-08,Delaware,172,11,0.160347551342812
2020-05-09,Delaware,166,8,0.15308915157514705
2020-05-10,Delaware,170,3,0.14825663268180025
2020-05-11,Delaware,118,1,0.142139842957107
2020-05-12,Delaware,176,12,0.13729897113175507
2020-05-13,Delaware,211,10,0.13616631294617015
2020-05-14,Delaware,271,13,0.12375438929486571
2020-05-15,Delaware,150,11,0.11957525392428439
2020-05-16,Delaware,174,15,0.11580601706331387
2020-05-17,Delaware,123,4,0.11216443696287764
2020-05-18,Delaware,199,7,0.11016318851992826
2020-05-19,Delaware,168,7,0.10880535978421646
2020-05-20,Delaware,157,6,0.10641662901039314
2020-05-21,Delaware,192,7,0.10064404934687955
2020-05-22,Delaware,143,5,0.09735925710969238
2020-05-23,Delaware,161,2,0.09733504346586859
2020-05-24,Delaware,119,2,0.09329125424377181
2020-05-25,Delaware,156,6,0.0896580483736447
2020-05-26,Delaware,101,3,0.08405850768376226
2020-05-27,Delaware,30,9,0.08268941294530857
2020-05-28,Delaware,75,1,0.07994638069705094
2020-05-29,Delaware,65,11,0.0786319612590799
2020-05-30,Delaware,186,5,0.07667816396922261
2020-05-31,Delaware,76,5,0.0735511531638084
